impacto_presupuestario_mes,ejercicio_presupuestario,servicio_id,servicio_desc,programa_id,programa_desc,inciso_id,inciso_desc,fuente_financiamiento_id,fuente_financiamiento_desc,credito_presupuestado,credito_vigente,credito_comprometido,credito_devengado,credito_pagado,ultima_actualizacion_fecha
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,4.0,4.0,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,133.346409,133.346409,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,11.835065,11.835065,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,1.989012,1.989012,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,15.80517,15.80517,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,1.586495,1.586495,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,93.731653,93.731653,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,272.486871,272.486871,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,7.485089,7.485089,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,43.720696,43.720696,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,4.0,4.0,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,86.446734,86.446734,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,5.196607,5.196607,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,12.124417,12.124417,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,2.530732,2.530732,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,5.85407,5.85407,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,4.0,4.0,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,29.307289,29.307289,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,25.899796,25.899796,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,20.151924,20.151924,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,1.24425,1.24425,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,10.170971,10.170971,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,15.289934,15.289934,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,5.31555,5.31555,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,65.289934,65.289934,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,14.05166,14.05166,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,6.309492,6.309492,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,3.245615,3.245615,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,46.217814,46.217814,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,10.824877,10.824877,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,2.56137,2.56137,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,13.508592,13.508592,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,6.0,6.0,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,5.845526,5.845526,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,5,Transferencias,1.5,Crédito Interno,0.390723,0.390723,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,3,Servicios No Personales,1.1,Tesoro Nacional,0.5,0.5,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,3,Servicios No Personales,1.1,Tesoro Nacional,0.5,0.5,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,2,Bienes de Consumo,1.1,Tesoro Nacional,0.07,0.07,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,3,Servicios No Personales,1.1,Tesoro Nacional,0.5,0.5,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,86,Apoyo para el Desarrollo de Infraestructura Urbana en Municipios,3,Servicios No Personales,1.1,Tesoro Nacional,0.5,0.5,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),2,Bienes de Consumo,2.2,Crédito Externo,3.18823,3.18823,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),2,Bienes de Consumo,2.2,Crédito Externo,1.692065,1.692065,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),2,Bienes de Consumo,2.2,Crédito Externo,1.37808,1.37808,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),2,Bienes de Consumo,2.2,Crédito Externo,0.13847,0.13847,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),2,Bienes de Consumo,2.2,Crédito Externo,0.3664,0.3664,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.816023,0.816023,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.84923,0.84923,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.445026,0.445026,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,3.323438,3.323438,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.66875,0.66875,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.292129,0.292129,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.805906,0.805906,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.992378,0.992378,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,1.080049,1.080049,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.61749,0.61749,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.107081,0.107081,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,1.1,Tesoro Nacional,1.0,1.0,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,1.35,1.35,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.749995,0.749995,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,2.0375,2.0375,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,1.860005,1.860005,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,57.606006,57.606006,13.29950544,3.32487636,0.86852808,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.302419,0.302419,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,1.1,Tesoro Nacional,0.556,0.556,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.343138,0.343138,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,0.430674,0.430674,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,8.78318,8.78318,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),3,Servicios No Personales,2.2,Crédito Externo,10.1199,10.1199,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.1,Tesoro Nacional,3.514769,3.514769,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,8.861142,8.861142,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,14.927168,14.927168,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,23.295999,23.295999,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,27.0816,27.0816,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,11.423917,11.423917,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,13.778924,13.778924,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,21.504,21.504,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,24.9984,24.9984,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,42.939843,42.939843,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,39.636778,39.636778,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,76.115257,76.115257,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,70.260237,70.260237,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,117.601299,117.601299,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,108.555045,108.555045,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,48.726079,48.726079,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,11.95168,11.95168,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,44.977919,44.977919,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,11.03232,11.03232,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,78.496288,78.496288,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,72.458112,72.458112,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,76.209366,76.209366,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,70.347108,70.347108,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,100.735012,100.735012,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,92.986166,92.986166,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,105.16761,105.16761,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,97.077793,97.077793,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,75.046402,75.046402,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,64.973999,64.973999,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,69.273602,69.273602,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,59.976,59.976,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,50.67465,50.67465,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,2.2,Crédito Externo,46.776599,46.776599,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
1,2021,364,Ministerio de Obras Públicas,87,Apoyo para el Desarrollo de la Infraestructura Educativa (CAF N° 8945 y BID Nº 2940/OC-AR),5,Transferencias,1.5,Crédito Interno,57.667936,57.667936,0.0,0.0,0.0,Última actualización del ejercicio 2021: 07 Junio 2021.
